"ID";"Telefon dienstlich";"Mobiltelefon";"Fax";"Telefon privat";"Pager-Nummer";"Andere Telefonnummer";"E-Mail dienstlich";"E-Mail privat";"Andere E-Mail";"Verantwortlich";"Logo";"Unternehmensname";"Unternehmenstyp";"Mitarbeiter";"Unternehmenswebsite";"Persönliche Seite";"Facebook-Seite";"LiveJournal";"Twitter";"Andere Website";"Skype-ID";"ICQ-Nummer";"MSN/Live!";"Jabber";"Andere Kontaktmöglichkeit";"Adresse";"Straße";"Zimmernummer / Raum";"Stadt";"Region";"Bundesland / Kanton";"PLZ";"Land";"Rechnungsadresse";"Straße (für Rechnungen)";"Zimmernummer / Raum (für Rechnungen)";"Stadt (für Rechnungen)";"Region (für Rechnungen)";"Bundesland / Kanton (für Rechnungen)";"PLZ (für Rechnungen)";"Land (für Rechnungen)";"Bankverbindung";"Branche";"Jahresgewinn";"Währung";"Kommentar";"Erstellt von";"Erstellt am";"Geändert von";"Geändert am";"Zusatz";"Straße";"PLZ";"Ort";"Land";"Sperrvermerk";"Attribute";"Klientensegmentierung";"Wunschklient";"Letzte Rechnungsstellung (Jahr)";"VS_Kontaktperson";
"2329";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Atlantic Capital Partners GmbH";"PrivateEquity (PE)";"";"http://www.atlanticcp.com/team/";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Kleines Neugegründetes Unternehmen, Viele Internetdienstleister im PF";"Tim Comanns";"30.06.2014 16:01:36";"Tim Comanns";"30.06.2014 16:01:36";"";"";"";"München";"";"";"";"";"nein";"";"";
"2330";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Bain Capital Beteiligungsberatung GmbH";"PrivateEquity (PE)";"";"http://www.baincapitalprivateequity.com/team/michael-siefke";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Breite Aufstellung inkl. Bombardier (Quads un d Motoschlitten), Aktuell: Verkauf Anteile von Hero Motorcorp (Indische Motorradhersteller)";"Tim Comanns";"30.06.2014 16:01:36";"Tim Comanns";"30.06.2014 16:01:36";"";"";"";"München";"";"";"";"";"nein";"";"";
"2331";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"BayBG Bayerische Beteiligungsgesellschaft mbH";"PrivateEquity (PE)";"";"http://www.baybg.de/baybg/geschaeftsfuehrung.html";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Breites Portfolio, viele KMUs";"Tim Comanns";"30.06.2014 16:01:36";"Tim Comanns";"30.06.2014 16:01:36";"";"";"";"München";"";"";"";"";"nein";"";"";
"2332";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Bayern Kapital GmbH";"PrivateEquity (PE)";"";"http://www.bayernkapital.de/bayernkapital/team/fuehrung";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Startups/ Seedfinanazierung";"Tim Comanns";"30.06.2014 16:01:36";"Tim Comanns";"30.06.2014 16:01:36";"";"";"";"Landshut";"";"";"";"";"nein";"";"";
"2333";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"BayernLB Capital Partner GmbH";"PrivateEquity (PE)";"";"http://www.bayernlb-cp.de/team";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> U.a. Beteiligung bei Kurtz Ersa (Schaumstoff und gießereimaschinen)";"Tim Comanns";"30.06.2014 16:01:36";"Tim Comanns";"30.06.2014 16:01:36";"";"";"";"München";"";"";"";"";"nein";"";"";
"2334";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"BlueCap AG";"PrivateEquity (PE)";"";"http://www.blue-cap.de/profil/management.html";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> U.a. SMB-David und Gämmerler als Anlagenbauer für Dämmstoffe, und Wisap (Medizintechnik), H Schreiner als Anlagenbauer nicht mehr im PF (2014)";"Tim Comanns";"30.06.2014 16:01:36";"Tim Comanns";"30.06.2014 16:01:36";"";"";"";"München";"";"";"";"";"nein";"";"";
"2335";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Carlyle Beratungs GmbH";"PrivateEquity (PE)";"";"http://www.carlyle.com/about-carlyle/team/michael-c-schuster";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>????<br><b>Crosscheck:</b> done<br><br><b>Info:</b> sehr international aufgestellt, nur 3 Investitionen in Dtl";"Tim Comanns";"30.06.2014 16:01:36";"Tim Comanns";"30.06.2014 16:01:36";"";"";"";"München";"";"";"";"";"nein";"";"";
"2336";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"CIPIO PARTNERS GmbH";"PrivateEquity (PE)";"";"http://www.cipiopartners.com/portfolio-list/werner-dreesbach/";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Verstärkt in Kommunikation, Internet und Software  - eher nicht unser Klientel";"Tim Comanns";"30.06.2014 16:01:36";"Tim Comanns";"30.06.2014 16:01:36";"";"";"";"München";"";"";"";"";"nein";"";"";
"2337";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"EQT Partners GmbH";"PrivateEquity (PE)";"";"http://www.eqt.se/de/Organisation/Professionals/Investmentmanager/Partners/Marcus-Brennecke/";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> International aufgestellt, fokus im Skandinavischen bereich EEW  (Abfallverbrennungsanlagen)  viele Dienstleistungen";"Tim Comanns";"30.06.2014 16:01:36";"Tim Comanns";"30.06.2014 16:01:36";"";"";"";"München";"";"";"";"";"nein";"";"";
"2338";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"FIDURA Private Equity Fonds";"PrivateEquity (PE)";"";"http://www.fidura.de/de/Ueber_Fidura/Team.htm";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>110 Mio.<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Startup / Wachstumsfinanzierung, Teil ihreres Ansatz ""Optimierung von Produktionsprozessen und Produktionsplanung,""";"Tim Comanns";"30.06.2014 16:01:36";"Tim Comanns";"30.06.2014 16:01:36";"";"";"";"München";"";"";"";"";"nein";"";"";
"2339";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Gimv";"PrivateEquity (PE)";"";"http://gimv.com/de/unsere-teams";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Govecs (Hersteller von Elektroroller)";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2340";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Golding Capital Partners GmbH";"PrivateEquity (PE)";"";"http://www.goldingcapital.com/frameset1.html";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>1800 Mio.<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Dachfonds --> Stufe zu hoch?";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2341";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"mic AG";"PrivateEquity (PE)";"";"http://www.mic-ag.eu/de/ueber-uns/team.html";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>????<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Seed/ Startup Finanzierung , Mikrosystems, Optik, Software, Lifescience und Cleantech";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2342";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"MIG Verwaltungs AG";"PrivateEquity (PE)";"";"http://www.mig.ag/index.php?id=63";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>37,1 Mio<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Hauptsächlich Biotechnologie, Ausnahmen Efficent Energy gmbH ( Wärmepumpen)";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2343";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"mutares AG";"PrivateEquity (PE)";"";"http://www.mutares.de/unternehmen/vorstand/dr-axel-geuer/de/";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Turnaround-/Sanierungsfinanzierung, Kunden FTW Rundtischsysteme und Elastomere Solutions";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2344";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"PAI partners GmbH";"PrivateEquity (PE)";"";"http://www.paipartners.com/Our-Team/European-Offices.htmx?itemid=1841101075001";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Verstärkt auf dem französischen Markt/Europa, FTE Automotive + Xella (fertigbauwände für Häuser)";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2345";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"palero capital GmbH";"PrivateEquity (PE)";"";"http://www.palero-capital.de/palero-capital/";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Fokus auf optimierung der Unternehmen ' Die Operativen"", u.a. Heidrive Motion,";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2346";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Perusa GmbH";"PrivateEquity (PE)";"";"http://www.perusa.de/";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>350 Mio<br><b>Crosscheck:</b> done <br><br><b>Info:</b> Kleine Serienanbieter  Schuberth (Motoradhelme), SEM (Zundsysteme), ""11.6. Perusa übernimmt den IT-Sicherheitsspezialisten AddPro""";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2347";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"PINOVA Capital GmbH";"PrivateEquity (PE)";"";"http://www.pinovacapital.com/pinova-team/";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Auskauf von bestehen Unternehmen,  Meterware (fliesstoffe und Medizintechnik hauptsächlich, interesssant INVENT Umwelt- und Verfahrenstechnik AG";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2348";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Riverside Europe Partners GmbH";"PrivateEquity (PE)";"";"https://www.riversidecompany.com/Team/Riversider%20By%20Office%20Location/Find%20Members%20By%20Office%20Results.aspx?Office=cc528ea4-3f20-4f04-88e6-23e1260d0d61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> 100. Exit (29.5.2014), aktuell kein Interessantes Unternehmen in Europa, aber in der Vergangenheit!";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2349";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"smac partners GmbH";"PrivateEquity (PE)";"";"http://www.smacpartners.com/?page_id=9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>70 Mio<br><b>Crosscheck:</b> done<br><br><b>Info:</b> HIGH TECH als ziel Hauptsächlich IT Unternehmen, vereinzelt Produzierende Unternehmen aber die in den USA/Asien";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"Unterhaching";"";"";"";"";"nein";"";"";
"2350";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"S-Partner Kapital AG";"PrivateEquity (PE)";"";"http://www.partnerkapital-ag.de/index.php/unternehmen/struktur/dr-werner-stockner.html";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>????<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Sparkassenverband für Bayern und Saarland, Interessantes Highlight: Wenzel Group (Messmaschinen)";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2351";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Target Partners";"PrivateEquity (PE)";"";"http://www.targetpartners.de/people/dr-berthold-von-freyberg/";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Hauptsächlich IT Unternehmen. Kein Unternehmen in unserem Zielgebiet";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2352";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"VNT Management Oy";"PrivateEquity (PE)";"";"http://www.vntm.com/ger/teamundkontakt";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Finisches Unternehmen,  interessantes Portfolio von Stirling Motoren  über Holzbündelmaschinen bis hin zu Wellenkraftanlagen";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2353";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Waterland Private Equity GmbH";"PrivateEquity (PE)";"";"http://www.waterland.de/de/teamwork-investeringsteam/1240482809/J%C3%B6rg-Dreisow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Portfolio für uns unattraktiv ?, hauptsächlich Dienstleister";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2354";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Wellington Partners GmbH";"PrivateEquity (PE)";"";"http://www.wellington-partners.com/wp/team_strohmenger.html";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>???<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Viel Internetdienstleister  bspw. Spotify, oder Medizintechnik";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"München";"";"";"";"";"nein";"";"";
"2355";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"bm-t beteiligungsmanagement thüringen gmbh";"PrivateEquity (PE)";"";"http://www.bm-t.de/?seite=mitarbeiter#";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>230 Mio.<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Die Perle ist Pepperbill (Bargeldlosebezahlung), Jenoptik";"Tim Comanns";"30.06.2014 16:01:37";"Tim Comanns";"30.06.2014 16:01:37";"";"";"";"Erfurt";"";"";"";"";"nein";"";"";
"2356";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"Mittelständische Beteiligungsgesellschaft Thüringen mbH";"PrivateEquity (PE)";"";"http://www.mbg-thueringen.de/die-mbg/organe/geschaeftsfuehrung";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>klein<br><b>Crosscheck:</b> done<br><br><b>Info:</b> klein Investitionen, meist für Neugründungen";"Tim Comanns";"30.06.2014 16:01:37";"Azra Avdagic";"01.09.2014 17:37:44";"";"";"";"Erfurt";"";"";"";"";"nein";"";"";
"2357";"";"";"";"";"";"";"";"";"";"Markus Junginger";"";"S-Refit AG Regionaler Finanzierungsfonds für Innovationen u. Technologieunternehmen";"PrivateEquity (PE)";"";"http://www.s-refit.de/website/de/aufsichtsrat.php";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"<b>Investitionsvolumen: </b>30 Mio<br><b>Crosscheck:</b> done<br><br><b>Info:</b> Sparkassenverband";"Tim Comanns";"30.06.2014 16:01:37";"Azra Avdagic";"01.09.2014 15:30:47";"";"";"";"Regensburg";"";"";"";"";"nein";"";"";
"2358";"+49 (0) 81 91 - 9 47 17 - 0";"";"+49 (0) 81 91 - 9 47 17 - 77";"";"";"";"info@neueder.de";"";"";"Azra Avdagic";"";"Neueder Maschinenbau GmbH & Co. Betriebs KG";"# nicht ausgewählt #";"<100";"www.neueder.de";"";"";"";"";"";"";"";"";"";"";"Otto-Lilienthal-Straße 20<br />
D - 86899 Landberg am Lech<br/>";"Otto-Lilienthal-Straße 20
D - 86899 Landberg am Lech";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"30.06.2014 17:17:55";"Azra Avdagic";"30.06.2014 17:17:55";"";"";"";"";"";"";"";"";"nein";"";"";
"2365";"+49 881 627-0";"";"+49 881 627-159";"";"";"";"info@bauer-weilheim.de";"";"";"Azra Avdagic";"";"Bauer Maschinen und Technologie GmbH & Co. KG";"# nicht ausgewählt #";"<100";"maschinen.bauergruppe-weilheim.de/";"";"";"";"";"";"";"";"";"";"";"Paradeisstrasse 56<br />
82362 Weilheim<br/>";"Paradeisstrasse 56
82362 Weilheim";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"30.06.2014 17:59:54";"Azra Avdagic";"30.06.2014 17:59:54";"";"";"";"";"";"";"";"";"nein";"";"";
"2367";"+49 (0) 4402-51600-00";"";"+49 (0) 4402-51600-01";"";"";"";"";"";"";"Azra Avdagic";"";"Jobu-Tec";"# nicht ausgewählt #";"<100";"www.jobu-tec.de";"";"";"";"";"";"";"";"";"";"";"Stahlstraße 1-5<br />
26215 Wiefelstede<br/>";"Stahlstraße 1-5
26215 Wiefelstede";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"03.07.2014 12:30:10";"Azra Avdagic";"03.07.2014 12:30:10";"";"";"";"";"";"";"";"";"nein";"";"";
"2368";"";"";"";"";"";"";"";"";"";"Azra Avdagic";"";"Sensus GmbH Hannover";"# nicht ausgewählt #";"<100";"www.sensus.com";"";"";"";"";"";"";"";"";"";"";"Meineckestraße 10<br />
30880 Laatzen<br/>";"Meineckestraße 10
30880 Laatzen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"07.07.2014 13:55:52";"Azra Avdagic";"07.07.2014 13:55:52";"";"";"";"";"";"";"";"";"nein";"";"";
"2370";"+49 (202) 248200";"";"";"";"";"";"gesco@gesco.de";"";"";"Beate Büder-Wendelborn";"";"Gesco AG";"PrivateEquity (PE)";">1000";"";"";"";"";"";"";"";"";"";"";"";"Johannisberg 7<br />
D-42103 Wuppertal<br/>";"Johannisberg 7
D-42103 Wuppertal";"";"";"";"";"";"";"Johanisberg 7<br />
42103 Wuppertal<br/>";"Johanisberg 7
42103 Wuppertal";"";"";"";"";"";"";"";"Sonstiges";"451";"Euro";"Die GESCO AG erwirbt als Beteiligungsgesellschaft ertragsstarke, strategisch interessante mittelständische Industrieunternehmen, um sie langfristig zu halten und weiterzuentwickeln.";"Judith Huther-Fries";"10.07.2014 15:16:30";"Anna Ljubomirska";"06.10.2016 15:06:56";"";"";"";"";"";"";"";"B-Kunde = über 150 Mio. Umsatz";"nein";"";"Judith Huther-Fries";
"2371";"";"";"";"";"";"";"";"";"";"Azra Avdagic";"";"Sempre Avanti";"# nicht ausgewählt #";"<100";"www.sempre-avanti.de";"";"";"";"";"";"";"";"";"";"";"Düsseldorfer Strasse 10<br />
40822 Mettmann<br/>";"Düsseldorfer Strasse 10
40822 Mettmann";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"17.07.2014 11:42:54";"Azra Avdagic";"17.07.2014 11:42:54";"";"";"";"";"";"";"";"";"nein";"";"";
"2372";"";"";"";"";"";"";"";"";"";"Nicole Tietz";"";"inno-focus businessconsulting gmbh";"Partner";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"<br>";"Nicole Tietz";"23.07.2014 17:19:38";"Nicole Tietz";"23.07.2014 17:21:55";"";"Dorotheenstr. 3";"10117";"Berlin";"D";"";"";"";"nein";"";"MRM";
"2373";"";"";"";"";"";"";"";"";"";"Martin Mittendorf";"";"macio GmbH";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Nicole Tietz";"23.07.2014 17:23:35";"Nicole Tietz";"23.07.2014 17:23:35";"";"Am Kiel-Kanal 1";"24106";"Kiel";"";"";"";"";"nein";"";"MRM";
"2374";"";"";"";"";"";"";"";"";"";"Azra Avdagic";"";"PCS Inc.";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"809 SE 73rd Ave<br />
Vancouver, WA 98664<br />
USA<br/>";"809 SE 73rd Ave
Vancouver, WA 98664
USA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"28.07.2014 12:39:11";"Azra Avdagic";"28.07.2014 12:39:11";"";"";"";"";"";"";"";"";"nein";"";"";
"2375";"916-789-4626 ";"";"";"";"";"";"";"";"";"Hans-Martin Dudenhausen";"";"TSI Semiconductors";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Nicole Tietz";"04.08.2014 13:55:15";"Nicole Tietz";"07.08.2014 12:02:20";"";"7501 Foothills Blvd.";"";"Roseville, CA  95747";"USA";"";"";"";"nein";"";"HMD";
"2376";"";"";"";"";"";"";"";"";"";"Martin Mittendorf";"";"Windmöller & Hölscher Prostejov s.r.o.";"Klient";"<100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Nicole Tietz";"05.08.2014 16:46:39";"Nicole Tietz";"06.08.2014 15:12:29";"";"Háj 357";"798 12";"Kralice na Hané";"CZ";"";"";"";"nein";"";"MRM";
"2377";"";"";"";"";"";"";"";"";"";"Martin Mittendorf";"";"IMC GmbH & Co.KG";"Partner";"<100";"www.imcnet.de";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Consulting";"0";"Euro";"";"Nicole Tietz";"05.08.2014 16:51:05";"Nicole Tietz";"05.08.2014 16:51:05";"";"Grosse Bleiche 21";"20354";"Hamburg";"";"";"";"";"nein";"";"MRM";
"2378";"";"";"";"";"";"";"";"";"";"Azra Avdagic";"";"Münchener Rückversicherungs-Gesellschaft";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Königinstraße 107<br />
80802 München<br/>";"Königinstraße 107
80802 München";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Azra Avdagic";"07.08.2014 11:54:45";"Azra Avdagic";"07.08.2014 11:54:45";"";"";"";"";"";"";"";"";"nein";"";"";
"2379";" +49 (0)211-9136-0";"";"";"";"";"";"info@gea.com";"";"";"Martin Mittendorf";"";"GEA Group AG";"Interessent";"<100";"www.gea.com";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"GEA Group Aktiengesellschaft<br />
Peter-Müller-Str. 12 <br />
40468 Düsseldorf<br/>";"GEA Group Aktiengesellschaft
Peter-Müller-Str. 12 
40468 Düsseldorf";"";"";"";"";"";"";"";"Produktion";"0";"Euro";"";"Martin Akar";"13.08.2014 14:22:05";"Azra Avdagic";"22.06.2015 15:50:15";"";"Peter-Müller-Str. 12";"40468";"Düsseldorf";"";"";"";"";"nein";"";"";
